image_id,region,mIoU,F1,Boundary_IoU
dunedin_1310,Dunedin,1.0,1.0,1.0
dunedin_1311,Dunedin,1.0,1.0,1.0
dunedin_132,Dunedin,0.5385371332368589,0.7000638744438354,0.2195409064308507
dunedin_133,Dunedin,0.7747581466409448,0.873085888470959,0.4527410208004165
dunedin_134,Dunedin,0.8440982849225557,0.9154591073847707,0.4841326473148153
dunedin_135,Dunedin,0.8614027839122065,0.9255415231535205,0.39365458252825275
dunedin_136,Dunedin,0.7041461700639173,0.8263917525775505,0.3655818100814482
dunedin_137,Dunedin,0.8016729890098159,0.8899206392056095,0.4969715324096812
dunedin_138,Dunedin,0.797153973245577,0.8871293001187356,0.4872632506258726
dunedin_139,Dunedin,0.7781636127643946,0.8752441082230104,0.5033018867939172
dunedin_14,Dunedin,0.7536586981010949,0.8595272260408597,0.3801728058302232
dunedin_140,Dunedin,0.8057030280548482,0.8923981579880323,0.47224414627868394
dunedin_141,Dunedin,0.7253428340955561,0.8408100926511592,0.41728516829141343
dunedin_142,Dunedin,0.46045562325701456,0.6305643470762659,0.1385301557772698
dunedin_143,Dunedin,0.8063951452934252,0.892822533756103,0.4108711132349663
dunedin_144,Dunedin,0.7608578365287179,0.8641899655314884,0.34859995660194054
dunedin_145,Dunedin,0.6556591883121841,0.7920219244855051,0.3826213946921278
dunedin_146,Dunedin,0.7706974410442281,0.8705015585153436,0.46912247020450715
dunedin_147,Dunedin,0.7611446090960426,0.8643749129568447,0.45244643428381054
dunedin_148,Dunedin,0.8479630690438792,0.9177272893039683,0.35752934321686897
dunedin_149,Dunedin,0.9201020195715173,0.9583886795522828,0.517474633605459
dunedin_15,Dunedin,0.704840512426233,0.826869736245767,0.3294635004515486
dunedin_150,Dunedin,0.7688954755480389,0.869350943768495,0.45501982885143993
dunedin_151,Dunedin,0.6863336992322757,0.8139951179823322,0.4048952418272767
dunedin_152,Dunedin,0.7705069635826465,0.870380043039644,0.4492305624640507
dunedin_153,Dunedin,0.48098034950405194,0.6495431889624568,0.3351139822369864
